run_id,mode,password_length,guesses,seconds,target_password
f244f571-af7d-11ec-af4e-cc1531b0d32a,numeric,5,59512,0.056414843,48401
f244f571-af7d-11ec-af4e-cc1531b0d32a,numeric,5,38173,0.033468246,27062
f244f571-af7d-11ec-af4e-cc1531b0d32a,numeric,5,31763,0.034162283,20652
f244f571-af7d-11ec-af4e-cc1531b0d32a,numeric,5,14927,0.016322374,3816
f244f571-af7d-11ec-af4e-cc1531b0d32a,numeric,5,50765,0.042907953,39654
f244f571-af7d-11ec-af4e-cc1531b0d32a,numeric,5,78839,0.073805571,67728
f244f571-af7d-11ec-af4e-cc1531b0d32a,numeric,5,64784,0.058218956,53673
f244f571-af7d-11ec-af4e-cc1531b0d32a,numeric,5,91718,0.07810998,80607
f244f571-af7d-11ec-af4e-cc1531b0d32a,numeric,5,99563,0.092891216,88452
f6eb5325-af7d-11ec-8060-cc1531b0d32a,numeric,6,1090459,1.064850569,979348
f6eb5325-af7d-11ec-8060-cc1531b0d32a,numeric,6,446707,0.434225321,335596
f6eb5325-af7d-11ec-8060-cc1531b0d32a,numeric,6,391737,0.375942707,280626
f6eb5325-af7d-11ec-8060-cc1531b0d32a,numeric,6,794525,0.779118538,683414
f6eb5325-af7d-11ec-8060-cc1531b0d32a,numeric,6,367665,0.351648092,256554
f6eb5325-af7d-11ec-8060-cc1531b0d32a,numeric,6,589384,0.586641788,478273
f6eb5325-af7d-11ec-8060-cc1531b0d32a,numeric,6,669864,0.641042471,558753
f6eb5325-af7d-11ec-8060-cc1531b0d32a,numeric,6,732346,0.723161459,621235
f6eb5325-af7d-11ec-8060-cc1531b0d32a,numeric,6,254185,0.244199038,143074
f6eb5325-af7d-11ec-8060-cc1531b0d32a,numeric,6,174809,0.169190407,63698
f6eb5325-af7d-11ec-8060-cc1531b0d32a,numeric,6,363259,0.36883378,252148
f6eb5325-af7d-11ec-8060-cc1531b0d32a,numeric,6,1027870,1.025003433,916759
f6eb5325-af7d-11ec-8060-cc1531b0d32a,numeric,6,287320,0.265667439,176209
f6eb5325-af7d-11ec-8060-cc1531b0d32a,numeric,6,182745,0.172505379,71634
f6eb5325-af7d-11ec-8060-cc1531b0d32a,numeric,6,1080781,1.076204777,969670
f6eb5325-af7d-11ec-8060-cc1531b0d32a,numeric,6,963624,0.963840485,852513
f6eb5325-af7d-11ec-8060-cc1531b0d32a,numeric,6,716673,0.704717159,605562
f6eb5325-af7d-11ec-8060-cc1531b0d32a,numeric,6,181515,0.177645683,70404
f6eb5325-af7d-11ec-8060-cc1531b0d32a,numeric,6,426048,0.414241791,314937
f6eb5325-af7d-11ec-8060-cc1531b0d32a,numeric,6,660908,0.660009384,549797
0021ee21-af7e-11ec-a224-cc1531b0d32a,numeric,7,8515711,9.59697175,7404600
0021ee21-af7e-11ec-a224-cc1531b0d32a,numeric,7,2320909,2.496082544,1209798
0021ee21-af7e-11ec-a224-cc1531b0d32a,numeric,7,5979210,6.826856613,4868099
0021ee21-af7e-11ec-a224-cc1531b0d32a,numeric,7,2960795,3.3229599,1849684
0021ee21-af7e-11ec-a224-cc1531b0d32a,numeric,7,4362416,5.014093399,3251305
0021ee21-af7e-11ec-a224-cc1531b0d32a,numeric,7,8836681,10.12179184,7725570
0021ee21-af7e-11ec-a224-cc1531b0d32a,numeric,7,7668855,8.880996704,6557744
0021ee21-af7e-11ec-a224-cc1531b0d32a,numeric,7,9303583,10.92835975,8192472
0021ee21-af7e-11ec-a224-cc1531b0d32a,numeric,7,8234249,9.654089689,7123138
0021ee21-af7e-11ec-a224-cc1531b0d32a,numeric,7,4716858,5.491842985,3605747
0021ee21-af7e-11ec-a224-cc1531b0d32a,numeric,7,8230549,9.583374262,7119438
0021ee21-af7e-11ec-a224-cc1531b0d32a,numeric,7,10857055,12.95046377,9745944
0021ee21-af7e-11ec-a224-cc1531b0d32a,numeric,7,5962261,7.074104309,4851150
0021ee21-af7e-11ec-a224-cc1531b0d32a,numeric,7,9335777,11.18742776,8224666
0021ee21-af7e-11ec-a224-cc1531b0d32a,numeric,7,8235211,10.07450604,7124100
0021ee21-af7e-11ec-a224-cc1531b0d32a,numeric,7,3130778,3.832551479,2019667
0021ee21-af7e-11ec-a224-cc1531b0d32a,numeric,7,8819243,11.40167904,7708132
0021ee21-af7e-11ec-a224-cc1531b0d32a,numeric,7,3048676,3.732553005,1937565
0021ee21-af7e-11ec-a224-cc1531b0d32a,numeric,7,7157555,9.017080545,6046444
0021ee21-af7e-11ec-a224-cc1531b0d32a,numeric,7,6553146,8.31662941,5442035
6385f32a-af7e-11ec-b093-cc1531b0d32a,numeric,7,9354939,11.67983961,8243828
6385f32a-af7e-11ec-b093-cc1531b0d32a,numeric,7,5230236,6.563373804,4119125
6385f32a-af7e-11ec-b093-cc1531b0d32a,numeric,7,9535256,12.0947926,8424145
6385f32a-af7e-11ec-b093-cc1531b0d32a,numeric,7,5075358,6.336750984,3964247
6385f32a-af7e-11ec-b093-cc1531b0d32a,numeric,7,6436334,8.101041794,5325223
6385f32a-af7e-11ec-b093-cc1531b0d32a,numeric,7,1770332,2.082550287,659221
6385f32a-af7e-11ec-b093-cc1531b0d32a,numeric,7,9788352,20.11323357,8677241
6385f32a-af7e-11ec-b093-cc1531b0d32a,numeric,7,2562568,9.976677895,1451457
6385f32a-af7e-11ec-b093-cc1531b0d32a,numeric,7,5890873,23.7284925,4779762
6385f32a-af7e-11ec-b093-cc1531b0d32a,numeric,7,6330145,25.01682758,5219034
6385f32a-af7e-11ec-b093-cc1531b0d32a,numeric,7,6853012,27.21215248,5741901
6385f32a-af7e-11ec-b093-cc1531b0d32a,numeric,7,5815972,23.16577101,4704861
6385f32a-af7e-11ec-b093-cc1531b0d32a,numeric,7,6645834,26.4259212,5534723
6385f32a-af7e-11ec-b093-cc1531b0d32a,numeric,7,10355201,41.90864396,9244090
6385f32a-af7e-11ec-b093-cc1531b0d32a,numeric,7,6407552,25.47177029,5296441
6385f32a-af7e-11ec-b093-cc1531b0d32a,numeric,7,7398463,29.42357135,6287352
6385f32a-af7e-11ec-b093-cc1531b0d32a,numeric,7,2020415,7.640932083,909304
6385f32a-af7e-11ec-b093-cc1531b0d32a,numeric,7,1171475,4.217667103,60364
6385f32a-af7e-11ec-b093-cc1531b0d32a,numeric,7,6068067,25.35880852,4956956
6385f32a-af7e-11ec-b093-cc1531b0d32a,numeric,7,10933048,43.70577383,9821937
6385f32a-af7e-11ec-b093-cc1531b0d32a,numeric,7,5718404,22.5846436,4607293
6385f32a-af7e-11ec-b093-cc1531b0d32a,numeric,7,4477662,17.39763117,3366551
6385f32a-af7e-11ec-b093-cc1531b0d32a,numeric,7,9365823,37.14869785,8254712
6385f32a-af7e-11ec-b093-cc1531b0d32a,numeric,7,2064217,7.567019463,953106
6385f32a-af7e-11ec-b093-cc1531b0d32a,numeric,7,4302433,16.67439246,3191322
6385f32a-af7e-11ec-b093-cc1531b0d32a,numeric,7,3489628,13.65953875,2378517
6385f32a-af7e-11ec-b093-cc1531b0d32a,numeric,7,1817859,6.809425116,706748
6385f32a-af7e-11ec-b093-cc1531b0d32a,numeric,7,4939855,19.62535739,3828744
6385f32a-af7e-11ec-b093-cc1531b0d32a,numeric,7,5050748,19.92590547,3939637
6385f32a-af7e-11ec-b093-cc1531b0d32a,numeric,7,2342983,9.036915541,1231872
99d6b98e-af94-11ec-ba3d-cc1531b0d32a,numeric,3,581,0.0,470
99d6b98e-af94-11ec-ba3d-cc1531b0d32a,numeric,3,243,0.0015881061553955078,132
99d6b98e-af94-11ec-ba3d-cc1531b0d32a,numeric,3,344,0.0004994869232177734,233
99d6b98e-af94-11ec-ba3d-cc1531b0d32a,numeric,3,994,0.0011420249938964844,883
99d6b98e-af94-11ec-ba3d-cc1531b0d32a,numeric,3,665,0.0028378963470458984,554
99d6b98e-af94-11ec-ba3d-cc1531b0d32a,numeric,3,284,0.0021262168884277344,173
99d6b98e-af94-11ec-ba3d-cc1531b0d32a,numeric,3,768,0.0024645328521728516,657
99d6b98e-af94-11ec-ba3d-cc1531b0d32a,numeric,3,142,0.0019092559814453125,031
99d6b98e-af94-11ec-ba3d-cc1531b0d32a,numeric,3,516,0.0018053054809570312,405
99d6b98e-af94-11ec-ba3d-cc1531b0d32a,numeric,3,531,0.0,420
7a3359da-b868-11ec-96ee-cc1531b0d32a,numeric,4,8989,0.00859832763671875,7878
7a3359da-b868-11ec-96ee-cc1531b0d32a,numeric,4,5693,0.006580352783203125,4582
7a3359da-b868-11ec-96ee-cc1531b0d32a,numeric,4,9784,0.011346817016601562,8673
7a3359da-b868-11ec-96ee-cc1531b0d32a,numeric,4,8544,0.007424116134643555,7433
7a3359da-b868-11ec-96ee-cc1531b0d32a,numeric,4,4708,0.008007526397705078,3597
7a3359da-b868-11ec-96ee-cc1531b0d32a,numeric,4,4436,0.007999181747436523,3325
7a3359da-b868-11ec-96ee-cc1531b0d32a,numeric,4,7555,0.00800013542175293,6444
7a3359da-b868-11ec-96ee-cc1531b0d32a,numeric,4,7868,0.008074045181274414,6757
7a3359da-b868-11ec-96ee-cc1531b0d32a,numeric,4,4716,0.007928848266601562,3605
7a3359da-b868-11ec-96ee-cc1531b0d32a,numeric,4,4317,0.0,3206
7a3359da-b868-11ec-96ee-cc1531b0d32a,numeric,4,3753,0.0,2642
7a3359da-b868-11ec-96ee-cc1531b0d32a,numeric,4,4508,0.008002758026123047,3397
7a3359da-b868-11ec-96ee-cc1531b0d32a,numeric,4,10230,0.008013486862182617,9119
7a3359da-b868-11ec-96ee-cc1531b0d32a,numeric,4,5537,0.0,4426
7a3359da-b868-11ec-96ee-cc1531b0d32a,numeric,4,10819,0.016108274459838867,9708
7a3359da-b868-11ec-96ee-cc1531b0d32a,numeric,4,4347,0.0,3236
7a3359da-b868-11ec-96ee-cc1531b0d32a,numeric,4,2112,0.0,1001
7a3359da-b868-11ec-96ee-cc1531b0d32a,numeric,4,10145,0.007999658584594727,9034
7a3359da-b868-11ec-96ee-cc1531b0d32a,numeric,4,6259,0.0040111541748046875,5148
7a3359da-b868-11ec-96ee-cc1531b0d32a,numeric,4,8298,0.008105754852294922,7187
7a3359da-b868-11ec-96ee-cc1531b0d32a,numeric,4,11082,0.008002281188964844,9971
7a3359da-b868-11ec-96ee-cc1531b0d32a,numeric,4,1414,0.0,0303
7a3359da-b868-11ec-96ee-cc1531b0d32a,numeric,4,9989,0.00800013542175293,8878
7a3359da-b868-11ec-96ee-cc1531b0d32a,numeric,4,9143,0.008072137832641602,8032
7a3359da-b868-11ec-96ee-cc1531b0d32a,numeric,4,2737,0.0,1626
7a3359da-b868-11ec-96ee-cc1531b0d32a,numeric,4,2936,0.007931232452392578,1825
7a3359da-b868-11ec-96ee-cc1531b0d32a,numeric,4,7143,0.008085966110229492,6032
7a3359da-b868-11ec-96ee-cc1531b0d32a,numeric,4,1219,0.0,0108
7a3359da-b868-11ec-96ee-cc1531b0d32a,numeric,4,8816,0.007921457290649414,7705
7a3359da-b868-11ec-96ee-cc1531b0d32a,numeric,4,7458,0.008531332015991211,6347
7e228e0d-b868-11ec-a6d4-cc1531b0d32a,numeric,5,49351,0.04018139839172363,38240
7e228e0d-b868-11ec-a6d4-cc1531b0d32a,numeric,5,95225,0.08912038803100586,84114
7e228e0d-b868-11ec-a6d4-cc1531b0d32a,numeric,5,90440,0.08389878273010254,79329
7e228e0d-b868-11ec-a6d4-cc1531b0d32a,numeric,5,78862,0.06406760215759277,67751
7e228e0d-b868-11ec-a6d4-cc1531b0d32a,numeric,5,90581,0.08028841018676758,79470
7e228e0d-b868-11ec-a6d4-cc1531b0d32a,numeric,5,57010,0.0608677864074707,45899
7e228e0d-b868-11ec-a6d4-cc1531b0d32a,numeric,5,15018,0.016188859939575195,03907
7e228e0d-b868-11ec-a6d4-cc1531b0d32a,numeric,5,75723,0.06399965286254883,64612
7e228e0d-b868-11ec-a6d4-cc1531b0d32a,numeric,5,87533,0.07999873161315918,76422
7e228e0d-b868-11ec-a6d4-cc1531b0d32a,numeric,5,95542,0.10426926612854004,84431
7e228e0d-b868-11ec-a6d4-cc1531b0d32a,numeric,5,44954,0.040001869201660156,33843
7e228e0d-b868-11ec-a6d4-cc1531b0d32a,numeric,5,78776,0.07298851013183594,67665
7e228e0d-b868-11ec-a6d4-cc1531b0d32a,numeric,5,84140,0.0799112319946289,73029
7e228e0d-b868-11ec-a6d4-cc1531b0d32a,numeric,5,77748,0.0800023078918457,66637
7e228e0d-b868-11ec-a6d4-cc1531b0d32a,numeric,5,99525,0.0879974365234375,88414
7e228e0d-b868-11ec-a6d4-cc1531b0d32a,numeric,5,48030,0.04801750183105469,36919
7e228e0d-b868-11ec-a6d4-cc1531b0d32a,numeric,5,18955,0.016005277633666992,07844
7e228e0d-b868-11ec-a6d4-cc1531b0d32a,numeric,5,108000,0.0959939956665039,96889
7e228e0d-b868-11ec-a6d4-cc1531b0d32a,numeric,5,63163,0.05924487113952637,52052
7e228e0d-b868-11ec-a6d4-cc1531b0d32a,numeric,5,68436,0.06403017044067383,57325
7e228e0d-b868-11ec-a6d4-cc1531b0d32a,numeric,5,48103,0.03997039794921875,36992
7e228e0d-b868-11ec-a6d4-cc1531b0d32a,numeric,5,103941,0.09599781036376953,92830
7e228e0d-b868-11ec-a6d4-cc1531b0d32a,numeric,5,86857,0.08808302879333496,75746
7e228e0d-b868-11ec-a6d4-cc1531b0d32a,numeric,5,35038,0.03207254409790039,23927
7e228e0d-b868-11ec-a6d4-cc1531b0d32a,numeric,5,18479,0.01592850685119629,07368
7e228e0d-b868-11ec-a6d4-cc1531b0d32a,numeric,5,91092,0.07287001609802246,79981
7e228e0d-b868-11ec-a6d4-cc1531b0d32a,numeric,5,81651,0.07224011421203613,70540
7e228e0d-b868-11ec-a6d4-cc1531b0d32a,numeric,5,58188,0.04802131652832031,47077
7e228e0d-b868-11ec-a6d4-cc1531b0d32a,numeric,5,59435,0.04882454872131348,48324
7e228e0d-b868-11ec-a6d4-cc1531b0d32a,numeric,5,14111,0.015999794006347656,03000
8151dcee-b868-11ec-9f65-cc1531b0d32a,numeric,5,42416,0.032018184661865234,31305
8151dcee-b868-11ec-9f65-cc1531b0d32a,numeric,5,14354,0.01600050926208496,03243
8151dcee-b868-11ec-9f65-cc1531b0d32a,numeric,5,62772,0.05691838264465332,51661
8151dcee-b868-11ec-9f65-cc1531b0d32a,numeric,5,65745,0.05661463737487793,54634
8151dcee-b868-11ec-9f65-cc1531b0d32a,numeric,5,16234,0.01764512062072754,05123
8151dcee-b868-11ec-9f65-cc1531b0d32a,numeric,5,53422,0.04833269119262695,42311
8151dcee-b868-11ec-9f65-cc1531b0d32a,numeric,5,107461,0.08798027038574219,96350
8151dcee-b868-11ec-9f65-cc1531b0d32a,numeric,5,46903,0.04049992561340332,35792
8151dcee-b868-11ec-9f65-cc1531b0d32a,numeric,5,42421,0.04013681411743164,31310
8151dcee-b868-11ec-9f65-cc1531b0d32a,numeric,5,86746,0.08092331886291504,75635
8151dcee-b868-11ec-9f65-cc1531b0d32a,numeric,5,40037,0.03541064262390137,28926
8151dcee-b868-11ec-9f65-cc1531b0d32a,numeric,5,80138,0.0719902515411377,69027
8151dcee-b868-11ec-9f65-cc1531b0d32a,numeric,5,18160,0.009568929672241211,07049
8151dcee-b868-11ec-9f65-cc1531b0d32a,numeric,5,88277,0.07990407943725586,77166
8151dcee-b868-11ec-9f65-cc1531b0d32a,numeric,5,58803,0.04799938201904297,47692
8151dcee-b868-11ec-9f65-cc1531b0d32a,numeric,5,75333,0.07207131385803223,64222
8151dcee-b868-11ec-9f65-cc1531b0d32a,numeric,5,80515,0.0720052719116211,69404
8151dcee-b868-11ec-9f65-cc1531b0d32a,numeric,5,94953,0.0823221206665039,83842
8151dcee-b868-11ec-9f65-cc1531b0d32a,numeric,5,98297,0.08818459510803223,87186
8151dcee-b868-11ec-9f65-cc1531b0d32a,numeric,5,27850,0.0240020751953125,16739
8151dcee-b868-11ec-9f65-cc1531b0d32a,numeric,5,45768,0.047994375228881836,34657
8151dcee-b868-11ec-9f65-cc1531b0d32a,numeric,5,84430,0.08000802993774414,73319
8151dcee-b868-11ec-9f65-cc1531b0d32a,numeric,5,51543,0.04820537567138672,40432
8151dcee-b868-11ec-9f65-cc1531b0d32a,numeric,5,39273,0.03192305564880371,28162
8151dcee-b868-11ec-9f65-cc1531b0d32a,numeric,5,105605,0.09709858894348145,94494
8151dcee-b868-11ec-9f65-cc1531b0d32a,numeric,5,106417,0.0864567756652832,95306
8151dcee-b868-11ec-9f65-cc1531b0d32a,numeric,5,34030,0.03199315071105957,22919
8151dcee-b868-11ec-9f65-cc1531b0d32a,numeric,5,93726,0.08811807632446289,82615
8151dcee-b868-11ec-9f65-cc1531b0d32a,numeric,5,26137,0.041718244552612305,15026
8151dcee-b868-11ec-9f65-cc1531b0d32a,numeric,5,108793,0.09600639343261719,97682
87c1b511-b868-11ec-ab4b-cc1531b0d32a,numeric,6,651868,0.6152853965759277,540757
87c1b511-b868-11ec-ab4b-cc1531b0d32a,numeric,6,140588,0.1285417079925537,029477
87c1b511-b868-11ec-ab4b-cc1531b0d32a,numeric,6,452126,0.41281914710998535,341015
87c1b511-b868-11ec-ab4b-cc1531b0d32a,numeric,6,708734,0.6762552261352539,597623
87c1b511-b868-11ec-ab4b-cc1531b0d32a,numeric,6,1082882,1.0252797603607178,971771
87c1b511-b868-11ec-ab4b-cc1531b0d32a,numeric,6,124578,0.10410380363464355,013467
87c1b511-b868-11ec-ab4b-cc1531b0d32a,numeric,6,1043083,1.0516128540039062,931972
87c1b511-b868-11ec-ab4b-cc1531b0d32a,numeric,6,874361,0.8691434860229492,763250
87c1b511-b868-11ec-ab4b-cc1531b0d32a,numeric,6,702921,0.6698520183563232,591810
87c1b511-b868-11ec-ab4b-cc1531b0d32a,numeric,6,810779,0.7643887996673584,699668
87c1b511-b868-11ec-ab4b-cc1531b0d32a,numeric,6,783773,0.7574477195739746,672662
87c1b511-b868-11ec-ab4b-cc1531b0d32a,numeric,6,1077766,1.082932949066162,966655
87c1b511-b868-11ec-ab4b-cc1531b0d32a,numeric,6,356647,0.33635830879211426,245536
87c1b511-b868-11ec-ab4b-cc1531b0d32a,numeric,6,864003,0.8277263641357422,752892
87c1b511-b868-11ec-ab4b-cc1531b0d32a,numeric,6,205936,0.1922292709350586,094825
87c1b511-b868-11ec-ab4b-cc1531b0d32a,numeric,6,234173,0.2071847915649414,123062
87c1b511-b868-11ec-ab4b-cc1531b0d32a,numeric,6,558515,0.5231447219848633,447404
87c1b511-b868-11ec-ab4b-cc1531b0d32a,numeric,6,805565,0.7702751159667969,694454
87c1b511-b868-11ec-ab4b-cc1531b0d32a,numeric,6,286161,0.2925264835357666,175050
87c1b511-b868-11ec-ab4b-cc1531b0d32a,numeric,6,950428,0.9235825538635254,839317
87c1b511-b868-11ec-ab4b-cc1531b0d32a,numeric,6,375485,0.35861778259277344,264374
87c1b511-b868-11ec-ab4b-cc1531b0d32a,numeric,6,310695,0.3050675392150879,199584
87c1b511-b868-11ec-ab4b-cc1531b0d32a,numeric,6,750642,0.7663223743438721,639531
87c1b511-b868-11ec-ab4b-cc1531b0d32a,numeric,6,483472,0.4735379219055176,372361
87c1b511-b868-11ec-ab4b-cc1531b0d32a,numeric,6,185541,0.181793212890625,074430
87c1b511-b868-11ec-ab4b-cc1531b0d32a,numeric,6,265279,0.27469658851623535,154168
87c1b511-b868-11ec-ab4b-cc1531b0d32a,numeric,6,411475,0.4009532928466797,300364
87c1b511-b868-11ec-ab4b-cc1531b0d32a,numeric,6,403135,0.38984155654907227,292024
87c1b511-b868-11ec-ab4b-cc1531b0d32a,numeric,6,1103912,1.1398708820343018,992801
87c1b511-b868-11ec-ab4b-cc1531b0d32a,numeric,6,695931,0.7333922386169434,584820
97bda391-b868-11ec-a063-cc1531b0d32a,numeric,6,367181,0.3701627254486084,256070
97bda391-b868-11ec-a063-cc1531b0d32a,numeric,6,974324,1.0062439441680908,863213
97bda391-b868-11ec-a063-cc1531b0d32a,numeric,6,400088,0.3966250419616699,288977
97bda391-b868-11ec-a063-cc1531b0d32a,numeric,6,776009,0.8169641494750977,664898
97bda391-b868-11ec-a063-cc1531b0d32a,numeric,6,213381,0.2089836597442627,102270
97bda391-b868-11ec-a063-cc1531b0d32a,numeric,6,554603,0.5974421501159668,443492
97bda391-b868-11ec-a063-cc1531b0d32a,numeric,6,497674,0.4766731262207031,386563
97bda391-b868-11ec-a063-cc1531b0d32a,numeric,6,256674,0.2619178295135498,145563
97bda391-b868-11ec-a063-cc1531b0d32a,numeric,6,278561,0.2781245708465576,167450
97bda391-b868-11ec-a063-cc1531b0d32a,numeric,6,425415,0.42656970024108887,314304
97bda391-b868-11ec-a063-cc1531b0d32a,numeric,6,280142,0.2771623134613037,169031
97bda391-b868-11ec-a063-cc1531b0d32a,numeric,6,211353,0.2048966884613037,100242
97bda391-b868-11ec-a063-cc1531b0d32a,numeric,6,929236,0.9432244300842285,818125
97bda391-b868-11ec-a063-cc1531b0d32a,numeric,6,403942,0.3935232162475586,292831
97bda391-b868-11ec-a063-cc1531b0d32a,numeric,6,580603,0.5600025653839111,469492
97bda391-b868-11ec-a063-cc1531b0d32a,numeric,6,857928,0.8629543781280518,746817
97bda391-b868-11ec-a063-cc1531b0d32a,numeric,6,270862,0.26918530464172363,159751
97bda391-b868-11ec-a063-cc1531b0d32a,numeric,6,253817,0.24896740913391113,142706
97bda391-b868-11ec-a063-cc1531b0d32a,numeric,6,552893,0.5373637676239014,441782
97bda391-b868-11ec-a063-cc1531b0d32a,numeric,6,1058921,1.09230375289917,947810
97bda391-b868-11ec-a063-cc1531b0d32a,numeric,6,567487,0.6973257064819336,456376
97bda391-b868-11ec-a063-cc1531b0d32a,numeric,6,799318,0.8911290168762207,688207
97bda391-b868-11ec-a063-cc1531b0d32a,numeric,6,626713,0.6732897758483887,515602
97bda391-b868-11ec-a063-cc1531b0d32a,numeric,6,1009114,1.1133077144622803,898003
97bda391-b868-11ec-a063-cc1531b0d32a,numeric,6,551610,0.5777432918548584,440499
97bda391-b868-11ec-a063-cc1531b0d32a,numeric,6,331909,0.3415651321411133,220798
97bda391-b868-11ec-a063-cc1531b0d32a,numeric,6,349900,0.3432779312133789,238789
97bda391-b868-11ec-a063-cc1531b0d32a,numeric,6,531119,0.5418596267700195,420008
97bda391-b868-11ec-a063-cc1531b0d32a,numeric,6,203302,0.19267058372497559,092191
97bda391-b868-11ec-a063-cc1531b0d32a,numeric,6,428663,0.4470059871673584,317552
b61651de-b868-11ec-8d0c-cc1531b0d32a,numeric,6,231484,0.21287178993225098,120373
b61651de-b868-11ec-8d0c-cc1531b0d32a,numeric,6,204184,0.1813030242919922,093073
b61651de-b868-11ec-8d0c-cc1531b0d32a,numeric,6,910527,0.8813228607177734,799416
b61651de-b868-11ec-8d0c-cc1531b0d32a,numeric,6,449060,0.4328289031982422,337949
b61651de-b868-11ec-8d0c-cc1531b0d32a,numeric,6,1097432,1.0944929122924805,986321
b61651de-b868-11ec-8d0c-cc1531b0d32a,numeric,6,539499,0.5070221424102783,428388
b61651de-b868-11ec-8d0c-cc1531b0d32a,numeric,6,187206,0.16823410987854004,076095
b61651de-b868-11ec-8d0c-cc1531b0d32a,numeric,6,263722,0.2516303062438965,152611
b61651de-b868-11ec-8d0c-cc1531b0d32a,numeric,6,343817,0.3268759250640869,232706
b61651de-b868-11ec-8d0c-cc1531b0d32a,numeric,6,682009,0.6543698310852051,570898
b61651de-b868-11ec-8d0c-cc1531b0d32a,numeric,6,547113,0.5485250949859619,436002
b61651de-b868-11ec-8d0c-cc1531b0d32a,numeric,6,413046,0.41749143600463867,301935
b61651de-b868-11ec-8d0c-cc1531b0d32a,numeric,6,441941,0.4251542091369629,330830
b61651de-b868-11ec-8d0c-cc1531b0d32a,numeric,6,666574,0.6637938022613525,555463
b61651de-b868-11ec-8d0c-cc1531b0d32a,numeric,6,418772,0.4016752243041992,307661
